ROW_ID;ID;TITLE;ALT TITLE;RLS DATE;DURATION (MIN);CATEGORIES;NB_EPISODES;DESCRIPTION;IMAGE;KEYWORDS
68;4417;Mahou Shoujo Nante Mou Ii Desukara. 2nd Season;Mahō Shōjo Nante Mō Ii Desu Kara. Second Season;En cours;4 min;;ND;"Titre alternatif : I've Had Enough of Being a Magical Girl Second Season / Mahou Shoujo Nante Mouiidesukara Magical Girl 2

Seconde saison de Mahou Shoujo Nante Mou Ii Desukara.

Saison 1 : http://www.dpstream.net/anime-4296-mahou-shoujo-nante-mou-ii-desu-kara.html";https://str01-m.dpstream.media/a/4417/mahou_shoujo_nante_mou_ii_desukara_2nd_season_5830-1475657462.jpg;Manga Mahou Shoujo Nante Mou Ii Desukara. 2nd Season streaming, Manga Mahou Shoujo Nante Mou Ii Desukara. 2nd Season dpstream, Manga Mahou Shoujo Nante Mou Ii Desukara. 2nd Season HD, Mahou Shoujo Nante Mou Ii Desukara. 2nd Season streaming VF
69;4416;Nanbaka;ND;En cours;13;;13;"L'histoire tourne autour de Jyugo, Uno, Nico et Rock, quatre prisonniers dont la prison divise les résidents par groupe et leur attribut un numéro unique.

Nos quatre prisonniers appartiennent au treizième groupe et malgré leur situation, ils passent leur temps à s'amuser, au grand dépit des gardes.

Cependant, la paisible vie de Jyugo est bousculée lorsqu'il se rend compte que son passé lui est inconnu.";https://str01-m.dpstream.media/a/4416/nanbaka_4877-1475657289.jpg;Manga Nanbaka streaming, Manga Nanbaka dpstream, Manga Nanbaka HD, Nanbaka streaming VF
70;4415;Nobunaga no Shinobi;ND;En cours;13;;13;"En 1555, tandis que les royaumes se livrent à des luttes intestines, un homme est porté par un rêve un peu fou : arriver à unifier le Japon par la force. Son nom : Oda Nobunaga. 

Admirant le but qu’il s’est fixé, une jeune apprentie ninja, Chidori, rêve à son tour d’assister celui qui deviendra le plus célèbre seigneur de guerre du Japon…";https://str01-m.dpstream.media/a/4415/448d93e8e3d8fdcaa6e662cc24d786811475522190_full-1475568732.jpg;Manga Nobunaga no Shinobi streaming, Manga Nobunaga no Shinobi dpstream, Manga Nobunaga no Shinobi HD, Nobunaga no Shinobi streaming VF
71;4413;Shakunetsu no Takkyuu Musume;ND;En cours;23 min;;ND;"Titre alternatif : Ping Pong Girl

Adapté du manga Shakunetsu no Takkyuu Musume de Yagura Asano.

Tsumuzikaze Koyori et Kamiya Agari sont deux collégiennes qui viennent de s'inscrire au club de tennis de table de leur collège. Passionnées par ce sport, nous allons suivre leur progression au sein de ce club.";https://str01-m.dpstream.media/a/4413/shakunetsu_no_takkyuu_musume_5380-1475516687.jpg;Manga Shakunetsu no Takkyuu Musume streaming, Manga Shakunetsu no Takkyuu Musume dpstream, Manga Shakunetsu no Takkyuu Musume HD, Shakunetsu no Takkyuu Musume streaming VF
72;4412;Gakuen Handsome;ND;En cours;12;;12;Baramon est un lycée privé de garçons, réservé à l'élite. Maeda Yoshiki, 17 ans, vient d'être transféré dans cette école. A son arrivée, il va aller de rencontre en rencontre avec élèves et professeurs et retrouver un ami d'enfance qu'il n'a pas vu depuis des années.;https://str01-m.dpstream.media/a/4412/gakuen_handsome_5840-1475516542.jpg;Manga Gakuen Handsome streaming, Manga Gakuen Handsome dpstream, Manga Gakuen Handsome HD, Gakuen Handsome streaming VF
73;4411;Kaitou Joker 4th Season;ND;En cours;23 min;;ND;"Titre alternatif : Mysterious Joker 4

Quatrième saison de Kaitou Joker.";https://str01-m.dpstream.media/a/4411/kaitou_joker_4th_season_5729-1475516273.jpg;Manga Kaitou Joker 4th Season streaming, Manga Kaitou Joker 4th Season dpstream, Manga Kaitou Joker 4th Season HD, Kaitou Joker 4th Season streaming VF
74;4410;ViVid Strike!;ND;En cours;23 min;;ND;"Il s'agit d'un nouveau projet créé et scénarisé par Masaki Tsuzuki, le créateur de la saga Mahou Shoujo Lyrical Nanoha.

Ce nouveau projet a pour slogan : 'Vous n'aurez pas peur, je suis avec vous.'

L'histoire nous entraine aux côtés de Fuuka Leventon et de son amie Rinne Bellinetta. Vivant dans la rue avec son amie lorsqu'elles étaient jeunes, Fuuka s'est jurée de devenir plus forte pour protéger ceux qu'elle aime.

Aujourd'hui, nous suivons les progrès de ces deux amies.";https://str01-m.dpstream.media/a/4410/vivid-strike-kv.png-1475426828.jpg;Manga ViVid Strike! streaming, Manga ViVid Strike! dpstream, Manga ViVid Strike! HD, ViVid Strike! streaming VF
75;4409;Okusama ga Seito Kaichou! 2nd Season;Oku-sama ga Seito Kaichou! +;En cours;8 min;;ND;"Titre alternatif : My Wife is the Student Council President Plus / Oku-sama ga Seito Kaichou! 2nd Season

Il s'agit de la seconde saison de l'anime Okusama ga Seito Kaichou!.

Ui Wakana est la présidente du conseil des élèves au lycée Seifû. Un soir, elle a débarqué chez Hayato Izumi, le vice-président, pour lui annoncer qu’elle allait devenir sa femme. Après avoir commencé à vivre ensemble, de nouvelles épreuves attendent nos tourtereaux en herbe, notamment sur le sujet délicat de leurs rapports intimes…";https://str01-m.dpstream.media/a/4409/okusama_ga_seito_kaichou_5224-1475418510.jpg;Manga Okusama ga Seito Kaichou! 2nd Season streaming, Manga Okusama ga Seito Kaichou! 2nd Season dpstream, Manga Okusama ga Seito Kaichou! 2nd Season HD, Okusama ga Seito Kaichou! 2nd Season streaming VF
76;4408;Magic-Kyun! Renaissance;ND;En cours;13;;13;"Titre alternatif : Magic Kyun ! Renaissance / Magic Kyun Renaissance

Dans un monde où l’art est lié à la magie, les personnes qui arrivent à maîtriser cette discipline sont appelées Artista et sont très prisées par les sociétés de divertissement. L’école privée Hoshinomori est dédiée à la formation de ces arts magiques. Jeune élève, Ohana Aigasaki fait la connaissance de six garçons particulièrement doués. La jeune fille rejoint le comité organisant le festival culturel d’été, un grand rendez-vous au cours duquel seront élus le Prince et la Princesse Artista de l’année.";https://str01-m.dpstream.media/a/4408/magic-kyun_renaissance_5550-1475417547.jpg;Manga Magic-Kyun! Renaissance streaming, Manga Magic-Kyun! Renaissance dpstream, Manga Magic-Kyun! Renaissance HD, Magic-Kyun! Renaissance streaming VF
77;4407;Ao Oni (TV);ND;En cours;3 min;;ND;"Titre alternatif : Ao Oni The Animation (TV)

Ao Oni (TV) est une adaptation du jeu vidéo amateur RPG Maker Ao Oni.
Il s'agira d'un format court mettant en scène les personnages principaux du jeu vidéo original en version chibi, dans des situations loufoques.

Aux abords de la ville se dresse un manoir que l’on dit hanté par un mystérieux monstre bleu (Aooni, en japonais). Hiroshi et ses camarades Takuro, Takeshi et Mika ont décidé de s’y rendre pour en avoir le cœur net. En effet, personne n’a jamais pu témoigner de la présence du monstre, car ceux qui sont entrés dans le manoir n’en sont jamais ressortis…";https://str01-m.dpstream.media/a/4407/ao_oni_tv_5842-1475348629.jpg;Manga Ao Oni (TV) streaming, Manga Ao Oni (TV) dpstream, Manga Ao Oni (TV) HD, Ao Oni (TV) streaming VF
78;4406;Mahou Shoujo Ikusei Keikaku;Mahō Shōjo Ikusei Keikaku;En cours;12;;12;"Titre alternatif : Magical Girl Raising Project

Adapté du roman Mahou Shoujo Ikusei Keikaku de Endou Asari.

L'histoire se passe dans un monde où un jeu en ligne nommé Magical Girl Raising Project offre des pouvoirs spéciaux dans le monde réel. Seulement, ces pouvoirs ne peuvent être obtenu qu'avec de la chance : en effet, seul une personne sur dix milles peut espérer en avoir.

Le nombre de personnes possédant des pouvoirs augmentant de plus en plus, le gouvernement décide de cibler un quartier où le nombre de porteurs de pouvoirs est important afin de réduire de moitié ces porteurs. Pour se faire, ce gouvernement organise une sorte de jeu où doivent s'affronter ces personnes, mais cela vire vite au drame et une bataille à mort commence.";https://str01-m.dpstream.media/a/4406/mahou_shoujo_ikusei_keikaku_4778-1475328360.jpg;Manga Mahou Shoujo Ikusei Keikaku streaming, Manga Mahou Shoujo Ikusei Keikaku dpstream, Manga Mahou Shoujo Ikusei Keikaku HD, Mahou Shoujo Ikusei Keikaku streaming VF
79;4405;Shuumatsu no Izetta;Shūmatsu no Izetta;En cours;12;;12;"Titre alternatif : Izetta, Die Letzte Hexe / Izetta, The Last Witch

En 1939, la nation impérialiste de Germania commence à envahir les pays voisins. Depuis, La guerre s'est propagée à travers toute l'Europe.

Un an plus tard, une sorcière du nom d'Izetta se réveille après un long sommeil. Cette dernière décide de protéger Fine, l'unique fille de Rudoph III et héritière au trône du petit royaume d'Eylstadt.

Izetta & Fine devront faire face à l'empire de Germania, qui menace d'attaquer le royaume sous peu !";https://str01-m.dpstream.media/a/4405/shuumatsu_no_izetta_5602-1475328213.jpg;Manga Shuumatsu no Izetta streaming, Manga Shuumatsu no Izetta dpstream, Manga Shuumatsu no Izetta HD, Shuumatsu no Izetta streaming VF
80;4404;Bloodivores;ND;En cours;12;;12;"Il y a 60 ans, une étrange insomnie a frappé la population. Un médicament a été trouvé, mais il a transformé les patients en vampires. Surnommés les Bloodivores, ils ont ensuite été pourchassés. 

Mi Liu est né de l’union d’une humaine et d’un vampire. Arrêté lors de l’attaque d’une banque, il est envoyé dans une prison spéciale réservée aux derniers Bloodivores. Il va peu à peu comprendre ce qui s’est vraiment passé soixante ans plus tôt...";https://str01-m.dpstream.media/a/4404/28363bb11ffb9bd2877f4bcb45a3d5df1475306991_full-1475328548.jpg;Manga Bloodivores streaming, Manga Bloodivores dpstream, Manga Bloodivores HD, Bloodivores streaming VF
81;4403;Kaijuu Girls : Ultra Kaijū Gijinka Keikaku;ND;En cours;5 min;;ND;L’humanité en a enfin terminé avec les kaijû, ces terribles monstres géants qui envahissaient la Terre. Tandis que la planète retrouve enfin la sérénité, de jeunes filles détenant l’âme des kaijû ont commencé à apparaître. Surnommées les Kaijû Girls, elle vont devoir apprendre à s’intégrer à notre monde...;https://str01-m.dpstream.media/a/4403/affiche_tifqykqmaod0917-1475003827.jpg;Manga Kaijuu Girls : Ultra Kaijū Gijinka Keikaku streaming, Manga Kaijuu Girls : Ultra Kaijū Gijinka Keikaku dpstream, Manga Kaijuu Girls : Ultra Kaijū Gijinka Keikaku HD, Kaijuu Girls : Ultra Kaijū Gijinka Keikaku streaming VF
82;4402;Zero no Tsukaima ~Princess no Rondo~ (Saison 3);ND;En cours;12;;12;"Zero no Tsukaima ~Princess no Rondo~ est la saison 03 de Zero no Tsukaima.

Nous retrouvons donc nos deux jeunes héros Louise et Saito pour ce troisième volet de la série.
Louise se rend compte que la rune sur la main de Saito disparait peu à peu. Nul ne sait expliquer cela, mais cela signifie qu'il n'est plus le familier de Louise. Il est donc libre mais le pouvoir du Gandalf qui la protégeait ne lui appartient plus...
Ils sont donc immédiatement convoqués chez la princesse.
Sur le chemin, Louise décide de s'aventurer dans la forêt, seule mais à quel prix ?

Dernière saison : http://www.dpstream.net/anime-3601-zero-no-tsukaima-f.html";https://str01-m.dpstream.media/a/4402/zero_no_tsukaima_princess_no_rondo_1220-1475002797.jpg;Manga Zero no Tsukaima ~Princess no Rondo~ (Saison 3) streaming, Manga Zero no Tsukaima ~Princess no Rondo~ (Saison 3) dpstream, Manga Zero no Tsukaima ~Princess no Rondo~ (Saison 3) HD, Zero no Tsukaima ~Princess no Rondo~ (Saison 3) streaming VF
83;4401;Zero no Tsukaima ~Futatsuki no Kishi~ (Saison 2);ND;En cours;12;;12;"Il s'agit de la saison 02 de Zero no Tsukaima.

Après être venus en aide au royaume de Tristain en repoussant la tentative d'invasion de la perfide Albion, Saito Hiraga décide de rentrer au Japon à bord de son chasseur Zero.
Mais les choses ne se passent pas comme prévus. Saito perd le contrôle de son appareil et s'écrase... . lorsqu'il se réveille, il se retrouve au pied du lit qu'il partage avec Louise Françoise Le Blanc de la Vallière, sa dulcinée ! Notre héros semble, en effet, ne pas avoir eu le courage nécessaire pour abandonner l'élue de son cœur et a donc décidé de rester auprès d'elle.

Mais dès le lendemain, la princesse est enlevée et le palais requiert l'aide de nos deux héros, Saito et Louise...

Saison 3 : http://www.dpstream.net/anime-4402-zero-no-tsukaima-princess-no-rondo-saison-3.html";https://str01-m.dpstream.media/a/4401/zero_no_tsukaima_futatsuki_no_kishi_1219-1475002431.jpg;Manga Zero no Tsukaima ~Futatsuki no Kishi~ (Saison 2) streaming, Manga Zero no Tsukaima ~Futatsuki no Kishi~ (Saison 2) dpstream, Manga Zero no Tsukaima ~Futatsuki no Kishi~ (Saison 2) HD, Zero no Tsukaima ~Futatsuki no Kishi~ (Saison 2) streaming VF
84;4400;Nyanbo!;ND;En cours;26;;26;Mini-série télévisée animée inspirée du personnage de Cartox (Danbo) de Yotsuba&!, ici transformé en chat. Petits épisodes de 5 minutes diffusés sur la chaîne NHK-E chaque mardi à 6h40 et 17h20 dès automne 2016.;https://str01-m.dpstream.media/a/4400/c0e4062c697750b7a32757413989f75b1474913023_full-1474961047.jpg;Manga Nyanbo! streaming, Manga Nyanbo! dpstream, Manga Nyanbo! HD, Nyanbo! streaming VF
85;4399;Dream Festival!;ND;En cours;23 min;;ND;Nous suivrons l'histoire de 5 idoles participant au Dream Festival: Kanade Amamiya, Shin Oikawa, Junya Sasaki, Itsuki Katagiri & Chizuru Sawamura. Lors de ce festival, les fans viennent soutenir leur idole préféré grâce aux Dreams Cards: des cartes spéciales permettant aux idoles de débloquer de nouvelles tenues et d'avoir droit à des passages sur scène supplémentaires.;https://str01-m.dpstream.media/a/4399/dream_fes_5394-1474698462.jpg;Manga Dream Festival! streaming, Manga Dream Festival! dpstream, Manga Dream Festival! HD, Dream Festival! streaming VF
86;4398;Darker Than Black 2nd Season;ND;En cours;12;;12;"Titre alternatif : Darker than Black: Gemini of the Meteor / Darker than BLACK 2nd Season / Darker than BLACK Second Season / DTB2

L'histoire se passe deux ans plus tard, en Russie.
Suō Pavlichenko est une petite fille mi-Russe mi-Japonaise. N'ayant pas connus trop de malheurs, elle vit heureuse entourée de son frère et de ses amis. Ce qu'elle ne sait pas, c'est que le malheur la suit de très près. Quand a notre BK201, Huang et Mao ne sont plus, Hei et Yin se débrouille désormais tout seul.
Les mystères seront donc enfin résolu dans cette deuxième saison ?

Saison 1 : http://www.dpstream.net/anime-111-darker-than-black.html";https://str01-m.dpstream.media/a/4398/darker_than_black_ryuusei_no_gemini_1522-1474468242.jpg;Manga Darker Than Black 2nd Season streaming, Manga Darker Than Black 2nd Season dpstream, Manga Darker Than Black 2nd Season HD, Darker Than Black 2nd Season streaming VF
87;4397;Spice and Wolf II (Ookami to Koushinryou II);ND;En cours;12;;12;"Voici la suite des aventures de la déesse Horo, divinité des moissons et du marchand Lawrence Craft, toujours sur le chemin des forêts du Nord, terre natale d'Horo.

Au fil du temps qui passe, Horo, maintenant habituée à la compagnie de Lawrence, éprouve peu à peu des sentiments pour lui.

Sont-ils réciproques ?

Saison 1 : http://www.dpstream.net/anime-91-spice-and-wolf-ookami-to-koushinryou.html";https://str01-m.dpstream.media/a/4397/ookami_to_koushinryou_ii_1502-1474210401.jpg;Manga Spice and Wolf II (Ookami to Koushinryou II) streaming, Manga Spice and Wolf II (Ookami to Koushinryou II) dpstream, Manga Spice and Wolf II (Ookami to Koushinryou II) HD, Spice and Wolf II (Ookami to Koushinryou II) streaming VF
88;4396;Hataraki Man (Anime);ND;En cours;11;;11;"Nous suivons la vie de Matsukata, jeune journaliste de 28 ans pour le journal 'Weekly Jidai'. Plutot occupée par son travail, elle en oublie totalement sa vie privée ce qui n'arrange pas sa vie de couple.

Quand son travail devient important, et surtout urgent, elle se transforme en 'Hataraki Man', sorte de sur-homme bourré aux hormones capable de travailler 3 fois plus sans se soucie d'elle-même.";https://str01-m.dpstream.media/a/4396/73869-1474194810.jpg;Manga Hataraki Man (Anime) streaming, Manga Hataraki Man (Anime) dpstream, Manga Hataraki Man (Anime) HD, Hataraki Man (Anime) streaming VF
89;4395;The Ancient Magus Bride;Mahô Tsukai no Yome - Hoshi Matsu Hito;En cours;3;;ND;"Titre alternatif : The Ancient Magus Bride / Mahoutsukai no Yome: Hoshi Matsu Hito / The Ancient Magus Bride : Those awaiting a star / The Ancient Magus Bride : The Man Who Waits for Stars / The Magician's Bride

Chise Hatori a 15 ans. Elle n’a ni famille, ni talent particulier, ni aucun espoir dans la vie. Un jour, elle est vendue à un sorcier, un non-humain dont l’existence remonte à la nuit des temps… Il la prend sous son aile pour faire d’elle sa disciple et lui annonce qu’à terme, elle deviendra son épouse. Alors, les aiguilles qui semblaient à tout jamais figées dans son cœur se mettent à tourner de nouveau, petit à petit…";https://str01-m.dpstream.media/a/4395/mahou_tsukai_no_yome_-_hoshi_matsu_hito_5335-1473589220.jpg;Manga The Ancient Magus Bride streaming, Manga The Ancient Magus Bride dpstream, Manga The Ancient Magus Bride HD, The Ancient Magus Bride streaming VF
90;4394;Mahou Shoujo? Naria☆Girls;Mahō Shōjo? Naria☆Girls;En cours;8 min;;ND;Urara, Hanabi et Inaho sont trois filles cherchant à se faire connaitre dans tout le Japon en créant une version animé d'elles-mêmes. Pour espérer viser un maximum de monde (adultes comme enfants), elles choisissent le thème des 'magical girls'. Pourront-elles devenir des personnages célèbres en une seule saison?;https://str01-m.dpstream.media/a/4394/mahou_shoujo_naria_girls_5594-1472817178.jpg;Manga Mahou Shoujo? Naria☆Girls streaming, Manga Mahou Shoujo? Naria☆Girls dpstream, Manga Mahou Shoujo? Naria☆Girls HD, Mahou Shoujo? Naria☆Girls streaming VF
91;4393;Sansha Sanyou;Sansha Sanyô;En cours;12;;12;"Titre alternatif : Three Leaves, Three Colors

Cet anime adapte un yonkoma (manga contenant des gags en 4 cases) de Cherry Arai.

L'histoire se centre sur trois amies dont les personnalités sont totalement opposées.
Futaba Odagiri est une élève fraîchement arrivée dans l'établissement. C'est une jeune fille dynamique et souriante.
Teru Hayama est une élève qui, sous une apparence mignonne, cache un tempérament bien trempé. Elle peut d'ailleurs se montrer très désagréable avec ses camarades.
Yôko Nishikawa a été élevée au sein d'une famille autrefois très fortunée mais désormais ruinée. Néanmoins, Yôko a gardé ses manies de petite princesse.";https://str01-m.dpstream.media/a/4393/sansha_sanyou_4767-1472817051.jpg;Manga Sansha Sanyou streaming, Manga Sansha Sanyou dpstream, Manga Sansha Sanyou HD, Sansha Sanyou streaming VF
92;4392;12-Sai. ~Chiccha na Mune no Tokimeki~;ND;En cours;8;;ND;"Titre alternatif : Age 12 - A Little Heart-Pounding

La jeune Hanabi à 12 ans, l'âge où l'on commence à se transformer physiquement, comme mentalement. Le passage vers l'âge adulte est loin d'être facile, Hanabi découvre ses premiers sentiments amoureux mais aussi d'autres changements qu'elle ne comprend pas encore très bien.

Saison 1 : 12 épisodes
Saison 2 : ?";https://str01-m.dpstream.media/a/4392/12-sai_chiccha_na_mune_no_tokimeki_5225-1472816897.jpg;Manga 12-Sai. ~Chiccha na Mune no Tokimeki~ streaming, Manga 12-Sai. ~Chiccha na Mune no Tokimeki~ dpstream, Manga 12-Sai. ~Chiccha na Mune no Tokimeki~ HD, 12-Sai. ~Chiccha na Mune no Tokimeki~ streaming VF
93;4391;Nanatsu no Taizai : Seisen no Shirushi;ND;En cours;4;;4;"Titre alternatif : The Seven Deadly Sins : Signs of Holy War

Il s’agit d’une histoire originale écrite par Suzuki Nakaba lui-même.";https://str01-m.dpstream.media/a/4391/nanatsu_no_taizai_seisen_no_shirushi_5389-1472416850.jpg;Manga Nanatsu no Taizai : Seisen no Shirushi streaming, Manga Nanatsu no Taizai : Seisen no Shirushi dpstream, Manga Nanatsu no Taizai : Seisen no Shirushi HD, Nanatsu no Taizai : Seisen no Shirushi streaming VF
94;4390;Shinmai Maou no Testament Burst Non censuré;ND;En cours;10;;10;"Titre alternatif : Shinmai Maou no Testament Second season / The Testament of Sister New Devil : Burst

Il s'agit de la seconde saison de Shinmai Maou no Testament.";https://str01-m.dpstream.media/a/4390/affiche_8rtmt5yzaygt88q-1461064438-1471428700.jpg;Manga Shinmai Maou no Testament Burst Non censuré streaming, Manga Shinmai Maou no Testament Burst Non censuré dpstream, Manga Shinmai Maou no Testament Burst Non censuré HD, Shinmai Maou no Testament Burst Non censuré streaming VF
95;4389;Under The Dog;ND;En cours;1;;ND;"2025, cinq ans après les attaques terroristes dévastatrices qui ont mis fin aux Jeux Olympiques de Tokyo 2020. L'ONU a pris le contrôle de l'ancien site olympique sur le bord de la baie de Tokyo, en le plaçant au-delà de la juridiction du Japon.

Hana Togetsu est une élève de lycée de 17 ans qui vit dans la région. Elle n'est pas une adolescente typique, elle appartient à une unité spéciale dirigée par l'ONU. Hana est envoyé en mission en tant qu'étudiante de transfert vers un lycée public sur l'île d'Enoshima.

Sa cible: Shunichi Nanase, un garçon de sa classe.

Comme Hana est sur le point d'entrer en contact avec sa cible, un homme d'âge moyen apparaît à l'école demandant Shunichi. La situation devient critique lorsque l'armée américaine arrive à l'école à la poursuite de l'homme.

Comme l'effusion de sang dégénère, une autre adolescente commence à faire son chemin vers l'île pour sortir de l'impasse.";https://str01-m.dpstream.media/a/4389/under_the_dog_4029-1471355545.jpg;Manga Under The Dog streaming, Manga Under The Dog dpstream, Manga Under The Dog HD, Under The Dog streaming VF
96;4388;Planetarian ~Chiisana Hoshi no Yume~;ND;En cours;5;;5;"Titre alternatif : Planetarian: The Reverie of a Little Planet

Adaptation du Visual Novel planetarian de l'éditeur Key.

L'histoire se passe trente ans après l'échec du Programme de Colonisation Spatial et d'une guerre nucléaire. Une pluie perpétuelle et mortelle s'abat alors sur le monde.

Alors que l'humanité est presque éteinte, des personnes appelées 'Junkers' recherchent tout ce qui peut être utile à la surface de la terre.

L'histoire nous emmène dans le quotidien d'un des ces 'Junkers' qui rencontre dans un planétarium une androïde portant le nom de Hoshino Yumemi. Elle dit avoir attendu des visiteurs durant plus de vingt-neuf ans..";https://str01-m.dpstream.media/a/4388/planetarian_chiisana_hoshi_no_yume_5435-1471351215.jpg;Manga Planetarian ~Chiisana Hoshi no Yume~ streaming, Manga Planetarian ~Chiisana Hoshi no Yume~ dpstream, Manga Planetarian ~Chiisana Hoshi no Yume~ HD, Planetarian ~Chiisana Hoshi no Yume~ streaming VF
97;4387;Saiki Kusuo no Ψ Nan;Saiki Kusuo no Sainan;En cours;24;;24;"Titre alternatif : Saiki Kusuo no Psi Nan / Saiki Kusuo no Sainan / The Disastrous Life of Saiki K 

Kusuo Saiki est un étudiant de 16 ans qui possède plusieurs dons surnaturels, dont la télépathie et la télékinésie. Des pouvoirs dont n'importe qui rêverait, mais qui cause à notre héros un certain nombres de problèmes… Kusuo tente malgré tout de mener une vie normale.";https://str01-m.dpstream.media/a/4387/saiki_kusuo_no_nan_tv_5516-1471343858.jpg;Manga Saiki Kusuo no Ψ Nan streaming, Manga Saiki Kusuo no Ψ Nan dpstream, Manga Saiki Kusuo no Ψ Nan HD, Saiki Kusuo no Ψ Nan streaming VF
98;4386;Yozakura Quartet: Tsuki ni Naku OAV;ND;En cours;3;;ND;Grâce au Nana-Gô qui protége la ville de Sakurashin, les hommes et les youkai (monstres mythologiques japonais) y vivent en harmonie. Cette arrangement de 7 poteaux qui entourent la ville et qui crée un champ de force autour. Hime Yarizakura et les trois autres membres de son agence ont pour mission de protéger le Nana-Gô.;https://str01-m.dpstream.media/a/4386/affiche_zxku6bdwzr58agv-1469023657.jpg;Manga Yozakura Quartet: Tsuki ni Naku OAV streaming, Manga Yozakura Quartet: Tsuki ni Naku OAV dpstream, Manga Yozakura Quartet: Tsuki ni Naku OAV HD, Yozakura Quartet: Tsuki ni Naku OAV streaming VF
99;4385;Black Butler 3: Book of Circus;ND;En cours;10;;10;"Titre alternatif : Black Butler : Book of Circus / Kuroshitsuji Circus Hen / Kuroshitsuji Shin Series / Black Butler 3 / Kuroshitsuji III

Partout où le cirque de l’Arche de Noé passe, des enfants disparaissent. Afin d’apaiser le chagrin de la reine Victoria lié à ces disparitions, le limier de la reine, Ciel, et son fidèle diable de majordome sont sur l’affaire. Maintenant que ce mystérieux cirque arrive à Londres, le temps est venu pour nos deux compagnons d’y effectuer une petite visite.";https://str01-m.dpstream.media/a/4385/affiche_81n1rk8hyy6ywpx-1469018264.jpg;Manga Black Butler 3: Book of Circus  streaming, Manga Black Butler 3: Book of Circus  dpstream, Manga Black Butler 3: Book of Circus  HD, Black Butler 3: Book of Circus  streaming VF
100;4384;Battery;ND;En cours;11;;11;"Titre alternatif : Battery the Animation

Takumi Harada est un collégien qui déménage dans une ville montagnarde située dans la préfecture de Okayama suite à la mutation de son père. Il est également fan de baseball et il occupe le poste de lanceur mais il perd petit à petit confiance en lui... C'est alors que son camarade Kō Nagakura lui demande de former une batterie (Duo de lanceur et receveur) avec lui. Cette nouvelle collaboration donnera-t-elle de bons résultats ?";https://str01-m.dpstream.media/a/4384/affiche_3dp4fopbsjweuio-1468595281.jpg;Manga Battery streaming, Manga Battery dpstream, Manga Battery HD, Battery streaming VF
101;4383;Mob Psycho 100;ND;En cours;12;;12;"Titre alternatif : One Hundred Mob Psycho 

Kageyama Shigeo, surnommé Mob est un collégien qui possède des pouvoirs psychiques. Il est capable d'accomplir de grandes choses avec cela, mais il a pris la décision d'arrêter de les utiliser au grand jour à cause de la mauvaise réputation engrangée par ses dons...

Il veut désormais mener une vie normale. Son plus grand objectif ? Se rapprocher d'une fille de sa classe, Tsubomi. Notre héros réussira-t-il a enfin vivre comme les autres et à accomplir son but ?";https://str01-m.dpstream.media/a/4383/746648cbc49e05494bc250f40a0c84911467850041_full-1468254021.jpg;Manga Mob Psycho 100  streaming, Manga Mob Psycho 100  dpstream, Manga Mob Psycho 100  HD, Mob Psycho 100  streaming VF
102;4382;Active Raid : Kidõ Kyõshushitsu Dai Hakkei 2nd Season;ND;En cours;12;;12;"Titre alternatif : Active Raid: Mobile Assault Division, Unit 8 2nd Season

Une partie de Tokyo est devenue une zone de non-droit. Pour remettre de l’ordre dans ces quartiers, une brigade spéciale est chargée d’intervenir : « la Huitième », doté d’un Willware, un exosquelette lui permettant d’agir en toute sécurité.

Après avoir déjoué une attaque terroriste, la brigade est devenue très populaire à travers tout le pays. Mais le calme n’est pas revenu pour autant et les interventions sont même de plus en plus nombreuses. La Huitième a désormais de nouveaux membres et continue du mieux qu’elle peut à lutter contre le crime, aidée maintenant par la police civile…";https://str01-m.dpstream.media/a/4382/affiche_acxcze3d1yg40ag-1468163915.jpg;Manga Active Raid : Kidõ Kyõshushitsu Dai Hakkei 2nd Season streaming, Manga Active Raid : Kidõ Kyõshushitsu Dai Hakkei 2nd Season dpstream, Manga Active Raid : Kidõ Kyõshushitsu Dai Hakkei 2nd Season HD, Active Raid : Kidõ Kyõshushitsu Dai Hakkei 2nd Season streaming VF
103;4381;Handa-kun;ND;En cours;12;;12;"Handa Seishû est un lycéen admiré par ses camarades et considéré comme un génie de la calligraphie. Tous le respectent, mais le caractère pessimiste et renfermé de Handa fait qu'il se méprend sur son propre compte et pense que l'attention que lui portent ses camarades relève du harcèlement. Lui, souhaite juste vivre une vie tranquille et paisible, mais à chaque fois qu'il tente d'échapper aux griffes de ses 'persécuteurs', il se retrouve avec encore plus d'admirateurs dans les pattes.

Préquel de Barakamon http://www.dpstream.net/anime-4045-barakamon.html";https://str01-m.dpstream.media/a/4381/affiche_2zpq2bgrmiqgy36-1468084693.jpg;Manga Handa-kun  streaming, Manga Handa-kun  dpstream, Manga Handa-kun  HD, Handa-kun  streaming VF
