"ROW_ID";"TITLE";"ALT TITLE";"RLS DATE";"YEAR";"DURATION (MIN)";"DIRECTORS";"ACTORS";"CATEGORIES";"ORIGIN";"DESCRIPTION";"IMAGE";"KEYWORDS"
"36";"Dr. Jekyll et Mr. Hyde (1941)";"Dr. Jekyll and Mr. Hyde (1941)";"1941-08-12";"1941";"113";"Victor Fleming";"Ingrid Bergman, Lana Turner, Spencer Tracy";"Epouvante-horreur,Science-fiction";"États-Unis";"Le Dr. Harry Jekyll est un chercheur passionné. La mort d'un de ses malades, Sam Higgins, l'affecte profondément, car il a la certitude qu'il aurait pu le sauver. Il décide alors de devenir le propre sujet de ses expèriences et boit le breuvage qu'il vient de mettre au point. Il est immédiatement soumis à des visions démentes et, en se regardant dans la glace, il découvre qu'il n'est plus le même homme.";"http://zupimages.net/up/16/44/d06l.jpg";"film Dr. Jekyll et Mr. Hyde (1941) streaming, Dr. Jekyll et Mr. Hyde (1941) dpstream, filmDr. Jekyll et Mr. Hyde (1941) HD, Dr. Jekyll et Mr. Hyde (1941) streaming VF"
"37";"Des bleus au coeur";"Reviving Ophelia";"2010-10-11";"2010";"92";"Bobby Roth";"Jane Kaczmarek, Rebecca Williams, Nick Thurston";"Drame";"Canada";"Depuis toujours, Elizabeth et Marie, deux sœurs, sont très unies. Elles partagent maints soucis avec les adolescentes qu'elles élèvent et qu'elles aident à mener vers la vie adulte. Entre peines de cœur et punitions, leur éducation ne se fait pas sans heurts. Mais ces petites difficultés quotidiennes masquent une réalité bien plus douloureuse : Elizabeth est régulièrement battue par son petit ami Mark. Or, elle s'évertue à le défendre malgré les avertissements de ses proches. Année après année, elle n'arrive pas à se libérer de son emprise. En effet, Mark lui fait du chantage, menaçant de se suicider si elle le quitte. Un jour, elle décide pourtant de porter plainte...";"http://zupimages.net/up/16/44/ww42.jpg";"film Des bleus au coeur streaming, Des bleus au coeur dpstream, filmDes bleus au coeur HD, Des bleus au coeur streaming VF"
"38";"Coup de foudre à Hong Kong";"Hafen der Düfte";"2013-12-07";"2013";"89";"Peter Gersina";"Russell Wong, Veronica Ferres, Herbert Knaup";"Drame,Thriller";"Allemagne";"Victoria Philips, spécialiste des arts asiatiques, arrive à Hong Kong avec son mari Peter pour l'aider à organiser une exposition sur la dynastie Tang, financée par la banque qui l'emploie. Cette exposition doit dévoiler pour la première fois au public la célèbre collection Haiman. Mais deux semaines avant l'inauguration, la collection est intégralement dérobée. Victoria, qui cherche à acquérir de nouvelles pièces pour maintenir l'exposition, fait la rencontre d'Edward Lim, richissime play-boy et amateur d'art";"http://zupimages.net/up/16/44/rl5g.jpg";"film Coup de foudre à Hong Kong streaming, Coup de foudre à Hong Kong dpstream, filmCoup de foudre à Hong Kong HD, Coup de foudre à Hong Kong streaming VF"
"39";"Coup de foudre au Plaza";"It Had to Be You";"2000-02-11";"2000";"90";"Steven Feder";"Michael Vartan, Natasha Henstridge, Michael Rispoli";"Comédie,Romance";"États-Unis";"Charlie va bientôt épouser Claire. Il part à Washington pour les préparatifs de son mariage, alors que Claire est retenue par son travail. Dès son arrivée à l'hôtel, il rencontre Anna qui va épouser David. En l'absence de leurs conjoints, Charlie et Anna s'aident mutuellement pour l'organisation de leur mariages. Peu à peu ils se mettent à douter de la force de l'amour qui les lie à leurs conjoints...";"http://zupimages.net/up/16/44/uy9q.jpg";"film Coup de foudre au Plaza streaming, Coup de foudre au Plaza dpstream, filmCoup de foudre au Plaza HD, Coup de foudre au Plaza streaming VF"
"40";"Obsession maladive";"Do No Harm";"2012-02-02";"2012";"88";"Philippe Gagnon";"Lauren Holly, Deanna Russo, Paul Greene";"Thriller";"Canada";"Emily Edmonds mène une vie sans histoires, entre son travail, qu'elle exerce avec sérieux, et la relation équilibrée qu'elle entretient avec son compagnon Mark. Mais quand celui-ci est tué dans un accident d'avion, la jeune femme vacille. Après une tentative de suicide, elle est aidée par le docteur Thorne. Il s'avère qu'Emily ressemble fortement à la fille du docteur Thorne, morte dans un accident quelques années auparavant. La praticienne développe peu à peu une étrange obsession pour sa patiente, qui lui révèle avec confiance tous ses secrets, sans se douter qu'elle exploite ses faiblesses...";"http://zupimages.net/up/16/44/9xzy.jpg";"film Obsession maladive streaming, Obsession maladive dpstream, filmObsession maladive HD, Obsession maladive streaming VF"
"41";"Anthropoid";"ND";"2016-09-09";"2016";"ND";"Sean Ellis";"Cillian Murphy, Jamie Dornan, Charlotte Le Bon";"Biopic,Thriller";"République Tchèque, France, Royaume-Uni";"L'histoire vraie de la tentative d'assassinat de l'Opération Anthropoid destinée à éliminer le général SS Reinhard Heydrich, le principal architecte de la Solution Finale et le troisième homme du Reich derrière Hitler et Himmler.";"http://static.media.dpstream.net/m/23642/anthropoid-1478352384.jpg";"film Anthropoid streaming, Anthropoid dpstream, filmAnthropoid HD, Anthropoid streaming VF"
"42";"Coup de foudre en sursis";"Surprised by Love";"2015-01-03";"2015";"84";"Robert Iscove";"Paul Campbell, Hilarie Burton, Aaron Craven";"Comédie,Romance,Famille";"Canada";"En faisant son jogging, Josie Mayfield rencontre par hasard son ex petit ami, Gridley, devenu vendeur de bois flotté après avoir beaucoup voyagé tandis qu'elle intégrait l'entreprise de son père. Son petit ami Richard, chasseur de tête, déplaît à ses parents au point qu'ils ne l'ont pas invité à leur anniversaire de mariage. Richard suggère alors à Josie de venir à la fête accompagnée de Gridley, l'éternel loser, afin qu'il passe pour le gendre idéal.";"http://zupimages.net/up/16/44/at94.jpg";"film Coup de foudre en sursis streaming, Coup de foudre en sursis dpstream, filmCoup de foudre en sursis HD, Coup de foudre en sursis streaming VF"
"43";"Borrowed Time";"ND";"2015-10-31";"2015";"7";"Andrew Coats,  Lou Hamou-Lhadj";"";"Animation,Court-métrage,Drame";"États-Unis";"C'est l'histoire d'un shérif qui retourne sur les lieux d'un souvenir douloureux d'enfance...";"http://static.media.dpstream.net/m/23639/mv5bndy5mdgxmdy3nl5bml5banbnxkftztgwmtywmdi0nje@._v1_ux182_cr0,0,182,268_al_-1478264997.jp";"film Borrowed Time streaming, Borrowed Time dpstream, filmBorrowed Time HD, Borrowed Time streaming VF"
"44";"Skiptrace";"ND";"2016-10-28";"2016";"116";"Renny Harlin";"Jackie Chan, Johnny Knoxville, Bingbing Fan";"Action,Comédie";"Chine, Hong-Kong, États-Unis";"Lorsque sa nièce a des ennuis avec un prince du crime, un détective hong-kongais doit faire appel à un joueur américain.";"http://static.media.dpstream.net/m/23638/254471.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478264776.jpg";"film Skiptrace streaming, Skiptrace dpstream, filmSkiptrace HD, Skiptrace streaming VF"
"45";"La Loi de la Jungle";"ND";"2016-06-15";"2016";"99";"Antonin Peretjatko";"Pascal Légitimus, Vimala Pons, Vincent Macaigne";"Comédie";"France";"Marc Châtaigne, stagiaire au Ministère de la Norme, est envoyé en Guyane pour la mise aux normes européennes du chantier GUYANEIGE : première piste de ski indoor d’Amazonie destinée à relancer le tourisme en Guyane. De mésaventure en mésaventure, on lui affuble un coéquipier. Pas de chance c’est une pin-up. Pire : elle a du caractère.";"http://static.media.dpstream.net/m/23637/190515.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478264616.jpg";"film La Loi de la Jungle streaming, La Loi de la Jungle dpstream, filmLa Loi de la Jungle HD, La Loi de la Jungle streaming VF"
"46";"In a Valley of Violence";"ND";"2016-03-12";"2016";"104";"Ti West";"Karen Gillan, John Travolta, Ethan Hawke";"Western";"États-Unis";"1890. Un homme arrive dans une petite ville et réclame vengeance pour l'un de ses amis assassiné...";"http://static.media.dpstream.net/m/23636/305322.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478264431.jpg";"film In a Valley of Violence streaming, In a Valley of Violence dpstream, filmIn a Valley of Violence HD, In a Valley of Violence streaming VF"
"47";"Avant le déluge";"Before the Flood";"2016-10-30";"2016";"96";"Fisher Stevens";"Barack Obama, Leonardo DiCaprio, Bill Clinton";"Documentaire";"États-Unis";"Le film décrit de manière informative et captivante la façon dont la société peut empêcher la disparition des espèces en voie d'extinction, d'écosystèmes et de communautés autochtones à travers le monde. Le public découvrira des preuves visuelles de l'aggravation de la crise environnementale, qui inflige des dégâts irréversibles à des paysages immaculés, du Groenland à l'Indonésie, remettant en cause l'équilibre du climat et précipitant l'extinction des espèces animales. Dévoilé avant l'élection présidentielle américaine, le documentaire vise à avertir les citoyens et à les inviter à voter pour des dirigeants qui font du climat une priorité, tout en proposant des solutions réalisables et pratiques pour sauver la planète.";"http://static.media.dpstream.net/m/23635/552719.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478260570.jpg";"film Avant le déluge streaming, Avant le déluge dpstream, filmAvant le déluge HD, Avant le déluge streaming VF"
"48";"Piper";"ND";"2016-06-16";"2016";"6";"Alan Barillaro";"";"Animation,Comédie,Famille";"États-Unis";"Un petit oisillon affamé s’aventure hors du nid pour la première fois. Le problème, c’est que la nourriture est enfouie sous le sable, là où les effrayantes vagues viennent balayer le rivage…

Info : Court Métrage Disney/Pixar";"http://static.media.dpstream.net/m/23634/345903.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1478251696.jpg";"film Piper streaming, Piper dpstream, filmPiper HD, Piper streaming VF"
"49";"Trois filles, trois mariages, un tour du monde!";"Wedding Daze";"2004-09-04";"2004";"90";"Georg Stanford Brown";"John Larroquette, French Stewart, Karen Valentine";"Comédie,Famille";"États-Unis";"Jack et Audrey Landry arrivent à un âge où ils découvrent la joie de goûter enfin à une seconde lune de miel. Leurs trois filles ayant quitté le foyer, Jack en profite pour réorganiser un espace pour lui tandis qu'Audrey s'aménage un coin bien tranquille pour faire du yoga. C'est alors que leurs trois filles, Terri, Nora et Dahlia, décident de rentrer à la maison : elles vont se marier toutes les trois en même temps ! Adieu la tranquillité pour Jack et Audrey. Mais comment ne pas se réjouir quand une grande famille heureuse devient encore plus grande ?";"http://zupimages.net/up/16/44/faya.jpg";"film Trois filles, trois mariages, un tour du monde! streaming, Trois filles, trois mariages, un tour du monde! dpstream, filmTrois filles, trois mariages, un tour du monde! HD, Trois filles, trois mariages, un tour du monde! streaming VF"
