ROW_ID;TITLE;ALT TITLE;RLS DATE;DURATION (MIN);DIRECTORS;ACTORS;CATEGORIES;ORIGIN;NB_SEASONS;NB_EPISODES;DESCRIPTION;IMAGE;KEYWORDS
160;I Want My Wife Back;ND;En cours;30 min;Mark Bussell;Caroline Catz, Ben Miller, Kenneth Collard;Comédie,Romance;Royaume-Uni;1;6;Après que Murray se fasse abandonner par sa femme lors de son anniversaire, il se lance dans une véritable quête d'introspection et semble prêt à tout pour la reconquérir.;http://static.media.dpstream.net/s/6832/iwantmywifeback-1463567854.jpg;Série I Want My Wife Back streaming,I Want My Wife Back dpstream, Série I Want My Wife Back HD, I Want My Wife Back streaming VF
161;Submission;ND;En cours;30 min;;;Drame,Romance,Mystère;États-Unis;1;6;;http://static.media.dpstream.net/s/6831/submission_poster-1464456708.png;Série Submission streaming,Submission dpstream, Série Submission HD, Submission streaming VF
162;Camille Combal dans la rue;ND;En cours;95 min;;Camille Combal;Divertissement,Humour;France;1;1;Micro en main, Camille Combal a silloné les routes de France afin de partir à la rencontre du public et de piéger les passants.;http://static.media.dpstream.net/s/6830/zzaf---camille-combal-dans-la-rue-v1-1463354843.jpg;Série Camille Combal dans la rue streaming,Camille Combal dans la rue dpstream, Série Camille Combal dans la rue HD, Camille Combal dans la rue streaming VF
163;Jordskott, la forêt des disparus;ND;En cours;60 min;;;Drame,Fantastique,Policier,Thriller;Suède;1;10;Une détective revient dans sa ville natale sept ans après la disparition de sa fille, en essayant de trouver une connexion à une affaire en cours.;http://static.media.dpstream.net/s/6829/jordscott-1463124039.jpg;Série Jordskott, la forêt des disparus  streaming,Jordskott, la forêt des disparus  dpstream, Série Jordskott, la forêt des disparus  HD, Jordskott, la forêt des disparus  streaming VF
164;Acquitted;Frikjent;En cours;ND;Siv Rajendram Eliassen;;Drame,Policier;Suède;1;10;Aksel Borgen n'a que 18 ans quand il est acquitté du meurtre de sa petite amie. Sous l’influence d’Eva Hansteen, la mère de la victime, les habitants de Lifjord le croient coupable et le chassent de la ville. Vingt ans plus tard, Aksel a fait fortune en Asie où il vit sous un nouveau nom avec femme et enfant. Quand ils apprennent que SolarTech, l’entreprise clé de Lifjord, est au bord de la faillite, ses associés y voient une belle opportunité financière. Pour la première fois depuis vingt ans, Aksel rentre chez lui. Et SolarTech est désormais présidée par Eva…;http://static.media.dpstream.net/s/6828/153733.jpg-c_160_214_x-f_jpg-q_x-xxyxx-1462535447.jpg;Série Acquitted streaming,Acquitted dpstream, Série Acquitted HD, Acquitted streaming VF
165;Con Man;ND;En cours;12 min;Alan Tudyk;Nathan Fillion, Alan Tudyk, Mindy Sterling;Comédie;États-Unis;1;13;ConMan raconte l’historie de deux acteurs ayant joué dans un série adulée, mais annulée brutalement. Ces deux gars écument les conventions et racontent leurs aventures…;http://static.media.dpstream.net/s/6827/mv5bmjyznjg5nzuxof5bml5banbnxkftztgwndiwodqynje@._v1_ux182_cr0,0,182,268_al;Série Con Man streaming,Con Man dpstream, Série Con Man HD, Con Man streaming VF
166;Marseille;ND;En cours;42 min;Dan Franck;Benoit Magimel, Gerard Depardieu;Drame;France;1;8;Robert Taro est maire de Marseille depuis 25 ans. Les prochaines élections municipales vont l'opposer à l'homme qu'il avait choisi pour lui succéder, un jeune loup aux dents longues. Les deux candidats vont se livrer un combat sans merci au terme duquel un seul sortira vainqueur. Une lutte au couteau s'engage, tournant autour de la vengeance et animée par les barons de la drogue, les politiciens, les syndicats et les acteurs politiques de la ville.;http://static.media.dpstream.net/s/6826/marseille-1462447990.jpg;Série Marseille streaming,Marseille dpstream, Série Marseille HD, Marseille streaming VF
167;Flowers;ND;En cours;30 min;Will Sharpe;Olivia Colman, Julian Barratt, Will Sharpe;Comédie,Drame;Royaume-Uni;1;6;Maurice, auteur de livres illustrés pour enfants, et sa femme Deborah, professeure de musique, ne sont plus vraiment ensemble et doivent bientôt divorcer. Tandis que Maurice doit faire face à ses propres démons, Deborah essaie de solidifier sa famille à tout prix tout en suspectant son mari d'être dans une relation secrète avec un homme.;http://static.media.dpstream.net/s/6825/flowers-1462381770.jpg;Série Flowers streaming,Flowers dpstream, Série Flowers HD, Flowers streaming VF
168;De mères en filles;A Will of Their Own;En cours;ND;Karen Arthur;;Drame;États-Unis;1;2;Amanda, une vieille dame, raconte comment sa grand-mère et sa mère, Anny, alors âgée de 19 ans, ont quitté l'Angleterre pour le Nouveau Monde à la fin du 19ème sècle. Les deux femmes ont prévu de s'y placer comme employées de maison. Pendant la traversée, sa maman remet à Anny son miroir, compagnon et confident de ses plus pénibles épreuves. Elle lui transmet également la devise de la famille «Des tripes et de la volonté». Hélas, au cours d'une terrible tempête la mère se tue dans une chute. Anny se retrouve orpheline... Elle se présente chez ses nouveaux employeurs, la richissime famille Steward, où on lui impose une double tâche.;http://static.media.dpstream.net/s/6824/zzaf---de-mères-en-filles-(a-will-of-their-own)-1462246398.jpg;Série De mères en filles streaming,De mères en filles dpstream, Série De mères en filles HD, De mères en filles streaming VF
169;Seuls à la maison;ND;En cours;48 min;France 4;;Documentaire,Téléréalité,Divertissement;France;1;2;"Ils ont entre 8 et 12 ans et ont vécu pendant quatre jours sous l'oeil des caméras. Sans leurs parents, huit jeunes candidats ont dû apprendre à s'organiser et à vivre en collectivité. 

Durant quatre jours, huit enfants de 8 à 12 ans vont vivre seuls dans une maison où ils devront se débrouiller sans l'aide des adultes. Ils seront confrontés aux tâches de la vie quotidienne : cuisiner, gérer un budget, faire les courses, la vaisselle, le ménage, pour prouver à leurs parents qu'ils sont désormais des grands. Mais, en réalité, les parents ne seront pas loin : ils vivront dans une autre maison juste à côté, tandis qu'une psychologue, Yvonne Poncet-Bonissol, spécialiste de la famille, les accompagnera et les aidera à comprendre les comportements de leur progéniture.";http://static.media.dpstream.net/s/6823/zzaf---seuls-à-la-maison---2016-v1-1462241392.jpg;Série Seuls à la maison streaming,Seuls à la maison dpstream, Série Seuls à la maison HD, Seuls à la maison streaming VF
170;Animal Kingdom;ND;En cours;ND;Jonathan Lisco;Ellen Barkin, Finn Cole, Ben Robson;Drame,Policier,Thriller;États-Unis;1;10;"Un jeune homme de dix-sept ans emménage avec la famille Cody après le décès de sa mère, une fratrie baignant dans la criminalité gouvernée d'une main de maître par la matriarche, Smurf.

Adaptation du film australien Animal Kingdom.";http://static.media.dpstream.net/s/6822/54945_1462225653-1462236684.jpg;Série Animal Kingdom streaming,Animal Kingdom dpstream, Série Animal Kingdom HD, Animal Kingdom streaming VF
171;L'Hebdo Show avec Arthur;ND;En cours;90 min;TF1;;Divertissement,En cours de classement;France;1;5;"Arthur propose un nouveau rendez-vous : L'Hebdo Show !
Entouré de journalistes mais aussi de talents venus de la scène, de la chanson, de la radio et de la télévision, Christine Bravo, Bruno Guillon, Claudia Tagbo, Titoff, Carole Rousseau, Manu Lévy, Charlotte Namura, Christophe Beaugrand, Florent Peyre, Christian Etchebest,  Leila Ben Khalifa, Arnaud Tsamere, Jarry, Anne-Sophie Girard, Artus, Cartman, Thérèse Hargot, Tanguy Pastureau, Rachid Badouri, Kevin Razy, Walter, Aria et Ahmed Sylla, Arthur vous fait découvrir tout ce qu'il ne fallait pas rater durant la semaine.
Grâce à un dispositif inédit et spectaculaire, 24 téléspectateurs repartis dans toute la France, interagiront avec le plateau à travers un 'mur' connecté en live, depuis chez eux.
Tout peut arriver dans L'Hebdo Show chez vous, en studio ou ailleurs !
Dans un décor ultra moderne, Arthur et ses talents recevront chaque semaine 2 invités, qui, entre jeux, quiz, micros-trottoirs ou parodies, ne verront plus l'actu de la même façon !";http://static.media.dpstream.net/s/6821/zzaf---l'hebdo-show-avec-arthur---2016-v1-1462213433.jpg;Série L'Hebdo Show avec Arthur streaming,L'Hebdo Show avec Arthur dpstream, Série L'Hebdo Show avec Arthur HD, L'Hebdo Show avec Arthur streaming VF
172;The Five;ND;En cours;45 min;Harlan Coben;Lee Ingleby, Tom Cullen;Thriller;Royaume-Uni;ND;ND;Jesse, âgé de 5 ans, s'est enfui du parc alors qu’il était sous la surveillance de son frère Mark et de sa bande de copains. Après sa disparition, plus personne ne l’a jamais revu. Vingt ans plus tard, Danny, un des amis de Mark devenu flic, apprend que l’ADN de Jesse a été retrouvé sur une scène de crime. Il est vivant, quelque part…;http://static.media.dpstream.net/s/6820/the_five-1462002321.jpg;Série The Five streaming,The Five dpstream, Série The Five HD, The Five streaming VF
173;Burkland;ND;En cours;6 min;;;Thriller;Belgique;1;ND;Jack et Julie passent par la petite ville de Burkland pendant leur voyage de noce. Lors d'un arrêt dans un diner américain, ils se retrouvent pris au milieu d'une vague de panique liée à d'étranges assaillants. Quelques mois plus tard, une journaliste mène l'enquête sur leur disparition en se basant sur les images retrouvées dans leur smartphone...;http://static.media.dpstream.net/s/6819/burkland-1462001672.jpg;Série Burkland streaming,Burkland dpstream, Série Burkland HD, Burkland streaming VF
174;Hollywood Medium With Tyler Henry;Hollywood Medium;En cours;60 min;;;Documentaire,Téléréalité;États-Unis;1;9;Tyler Henry n'est pas un jeune homme de 20 ans comme les autres. Originaire d'une petite ville américaine, cet incroyable voyant travaille avec quelques-unes des plus grandes stars à Los Angeles ! Dans Hollywood Medium, la nouvelle série de E!, découvrez les incroyables talents de médium de Tyler qui lui permettent de lire l'avenir et de mettre en relation des stars comme Jaime Pressly, Bella Thorne ou encore Snooki avec des proches disparus.;http://static.media.dpstream.net/s/6818/1461852318.jpg;Série Hollywood Medium With Tyler Henry streaming,Hollywood Medium With Tyler Henry dpstream, Série Hollywood Medium With Tyler Henry HD, Hollywood Medium With Tyler Henry streaming VF
175;Marcella;Marcella;En cours;ND;;;;;2;ND;Quand un inspecteur de la brigade des meurtres lui rend visite pour obtenir des informations sur un serial-killer ayant sévi 11 ans auparavant et s'étant remis à tuer, Marcella se voit forcée de réintégrer la brigade en question. Elle essaie en parallèle de sauver son couple après que son mari l'ait quittée elle et ses deux enfants.;http://static.media.dpstream.net/s/6817/449794.jpg-c_160_214_x-f_jpg-q_x-xxyxx-1461351299.jpg;Série Marcella streaming,Marcella dpstream, Série Marcella HD, Marcella streaming VF
176;Time Traveling Bong;ND;En cours;ND;;;Comédie;États-Unis;1;3;Sharee et Jeff sont cousins et découvrent un bong magique qui leur permet de voyager à travers le temps. Mais après la première utilisation, ils brisent l'objet et ne peuvent plus revenir au présent.;http://static.media.dpstream.net/s/6816/217520.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1462262795.jpg;Série Time Traveling Bong streaming,Time Traveling Bong dpstream, Série Time Traveling Bong HD, Time Traveling Bong streaming VF
177;Containment;ND;En cours;42 min;Julie Plec;David Gyasi, Christina Moses, Chris Wood;Drame,Thriller,Epouvante-horreur;États-Unis;1;13;"Une mystérieuse épidémie s'abat sur Atlanta. Une vaste zone de quarantaine est alors décrétée, forçant ceux qui se trouvent à l'intérieur à lutter pour leur survie pendant que les autorités s'attèlent à trouver un remède.
Adaptée de la série belge Cordon.";http://static.media.dpstream.net/s/6815/243769.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1461238370.jpg;Série Containment  streaming,Containment  dpstream, Série Containment  HD, Containment  streaming VF
178;The Detour;ND;En cours;22 min;Samantha Bee;;Comédie;États-Unis;1;ND;Un mari et père de famille emmène sa famille pour un road trip qui va se révéler désastreux....;http://static.media.dpstream.net/s/6814/detour-1461148752.jpg;Série The Detour streaming,The Detour dpstream, Série The Detour HD, The Detour streaming VF
179;Mammon;ND;En cours;60 min;;;Drame,Thriller;Norvège;2;ND;Un journaliste de la presse écrite se bat pour dévoiler une fraude de grande ampleur mettant en cause une multinationale. S'attaquer à un aussi gros morceau le met en danger, lui et sa famille, ruine sa carrière et met à mal ses relations avec son entourage.;http://static.media.dpstream.net/s/6813/mammon-1460988752.jpg;Série Mammon streaming,Mammon dpstream, Série Mammon HD, Mammon streaming VF
180;Kong: King of the Apes;ND;En cours;30 min;;;Animation,Famille;États-Unis;1;ND;Cette série d’animation dont l’action se déroule en 2050, offre une toute nouvelle version de l’histoire du célèbre King Kong. Un bel avenir s’annonce pour la baie de San Francisco, depuis que l’île d’Alcatraz est devenue le parc naturel le plus impressionnant au monde. Mais quand l’attraction principale s’emballe et que Kong devient l’ennemi public numéro un, un diabolique personnage en profite pour lâcher son armée de robots dinosaures sur Terre. Par une ironie du sort, Kong, devenu le fugitif le plus recherché, est le seul capable d’empêcher ces machines de guerre et leur impitoyable maître de détruire la planète. Heureusement, trois jeunes humains détenteurs de la vérité sont prêts à prendre tous les risques pour aider Kong à sauver l’espèce humaine sans se faire capturer.;http://static.media.dpstream.net/s/6812/kingkong-1460918104.jpg;Série Kong: King of the Apes streaming,Kong: King of the Apes dpstream, Série Kong: King of the Apes HD, Kong: King of the Apes streaming VF
181;Game of Silence;ND;En cours;42 min;David Hudgins;Larenz Tate, Michael Raymond-James, David Lyons;Drame;États-Unis;1;10;Jackson Brooks, un avocat en pleine ascension, voit son passé ressurgir lorsque ses amis d'enfance, qu'il a perdus de vue depuis longtemps, refont surface dans sa vie. Face à la menace d'un sombre secret qu'ils pensaient avoir enterré pour de bon, le petit groupe va tenter de réparer les erreurs commises il y a 25 ans.;http://static.media.dpstream.net/s/6811/1460759197.jpg;Série Game of Silence streaming,Game of Silence dpstream, Série Game of Silence HD, Game of Silence streaming VF
182;Hunters;ND;En cours;42 min;Natalie Chaidez;Nathan Phillips, Britne Oldford, Mark Coles;Drame,Fantastique,Science-fiction;États-Unis;1;13;A la suite de la disparition soudaine de sa femme, un agent du FBI voit ses recherches l'amener jusqu'à  une unité spéciale et secrète du gouvernement, constituée pour traquer un autre genre de terroristes, des criminels venus d'un autre monde.;http://static.media.dpstream.net/s/6810/hunters-1460638737.jpg;Série Hunters streaming,Hunters dpstream, Série Hunters HD, Hunters streaming VF
183;The Durrells;ND;En cours;45 min;;;Comédie;États-Unis;1;ND;En 1935, après la mort de son mari et des problèmes financiers, Louisa Durrell décide de déménager de Bournemouth jusqu'à l'île grecque de Corfou avec ses quatre enfants. Des changements vont alors devoir s'opérer au sein de cette famille qui va voir sa vie bouleversée du jour au lendemain.;http://static.media.dpstream.net/s/6809/the-durrells-11-1460549537.jpeg;Série The Durrells streaming,The Durrells dpstream, Série The Durrells HD, The Durrells streaming VF
184;Superkids;ND;En cours;99 min;M6;Stéphane Rotenberg, Faustine Bollaert, Liane Foly, Gérard Louvin, Philippe Candeloro;Spectacles,Sport,Divertissement;France;1;4;"Il n'y a pas d'âge pour l'excellence ! Ils ont entre 9 et 16 ans et sont les meilleurs dans leur art, ce sont des Superkids. 
Acrobates, danseurs, hypnotiseurs, musiciens, magiciens, sportifs, ils vont s'affronter dans le premier concours interdisciplinaire pour enfants et offrir aux téléspectateurs des performances extraordinaires. 
Lors de chaque soirée, douze jeunes artistes se succèdent dans des domaines artistiques très différents et proposent des numéros exceptionnels et surprenants qui font très vite oublier leur jeune âge ! 
Un jury de professionnels : Liane Foly, Alizée, Philippe Candeloro et Gérard Louvin évalueront les prestations des candidats...";http://static.media.dpstream.net/s/6808/superkids-1475048241.jpg;Série Superkids streaming,Superkids dpstream, Série Superkids HD, Superkids streaming VF
185;Girlfriend Experience;The Girlfriend Experience;En cours;30 min;;;Drame;États-Unis;1;13;Adaptation en série du film de Steven Soderbergh, 'The Girlfriend Experience' explore les relations de call-girls avec leurs clients, auxquels elles offrent plus que du sexe, mais une intimité proche de celle qu'ils peuvent avoir avec leurs épouses ou compagnes.;http://static.media.dpstream.net/s/6806/19116783.jpg-r_1920_1080-f_jpg-q_x-xxyxx-1462262915.jpg;Série Girlfriend Experience streaming,Girlfriend Experience dpstream, Série Girlfriend Experience HD, Girlfriend Experience streaming VF
186;Molly, une femme au combat;Our Girl;Terminée;45 min;;;Drame;Royaume-Uni;2;7;Le soir de ses dix-huit ans, Molly Dawes, jeune fille complètement paumée, se retrouve ivre devant un bureau de recrutement de l'armée. En voyant une affiche avec une femme soldat dessus, elle décide de s'inscrire dès le lendemain. De son manque de confiance au quotidien à ses nouvelles responsabilités en tant que soldat, sa vie va complètement changer.;http://static.media.dpstream.net/s/6805/481606.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1462263018.jpg;Série Molly, une femme au combat streaming,Molly, une femme au combat dpstream, Série Molly, une femme au combat HD, Molly, une femme au combat streaming VF
187;Action ou vérité;ND;En cours;95 min;TF1;Alessandra Sublet;Divertissement;France;1;10;"Dans ce nouveau talk-show, les personnalités ont accepté de participer au fameux jeu leur imposant d'agir si elles refusent de dire la vérité.
Venues d'horizons différents (chanson, cinéma, littérature, philosophie, politique...), elles se livrent ainsi avec sincérité mais toujours dans la bonne humeur.
<BR>";http://static.media.dpstream.net/s/6804/action-ou-vérité-1475048173.jpg;Série Action ou vérité streaming,Action ou vérité dpstream, Série Action ou vérité HD, Action ou vérité streaming VF
188;Face au crime (2016);ND;En cours;50 min;;;Policier,En cours de classement;France;1;10;"A travers des dossiers récents et inédits, devant les cours dassises, nous allons suivre le déroulé du procès daffaires criminelles au plus près des familles de victimes et des accusés. 
Nous questionnerons les avocats et les enquêteurs pour tenter de savoir ce qui sest passé. Nous détaillerons les éléments de laffaire afin de comprendre les enjeux des débats douloureux et complexes, qui nous renvoient parfois à des problèmes de société plus larges comme le viol ou le harcèlement, ou encore lerreur judiciaire Acquittés, condamnés, brisés par la mort dun proche ou révoltés par des soupçons injustes, nous donnerons la parole à tous les protagonistes dune affaire médiatisée ou méconnue.

- 01 x 01 - Vengeance sauvage
- 01 x 02 - Meurtre en famille
- 01 x 03 - Le long combat de Raphaël
- 01 x 04 - Une femme peut en cacher une autre
- 01 x 05 - Le routard du viol
- 01 x 06 - Harcèlement meurtrier
- 01 x 07 - La lycéenne et le tueur en série
- 01 x 08 - Qui a tué la réceptionniste
- 01 x 09 - Lénigme dHumbercourt
- 01 x 10 - Gentleman pervers";http://static.media.dpstream.net/s/6803/face-au-crime-(2016)-1474973027.jpg;Série Face au crime (2016) streaming,Face au crime (2016) dpstream, Série Face au crime (2016) HD, Face au crime (2016) streaming VF
189;Rush Hour;ND;En cours;42 min;;;Action ,Comédie,Policier;États-Unis;1;13;"Lee, un flic stoïque et efficace venu de Hong Kong, se retrouve parachuté à Los Angeles pour une enquête et doit alors faire équipe avec Carter, un inspecteur de police afro-américain qui a une forte personnalité et qui refuse d'avoir un partenaire. Malgré leurs différences, ils vont vite devoir se rendre à l'évidence : ils forment une équipe du tonnerre. 

Série adaptée de la saga cinématographique d'action Rush Hour. 
http://www.dpstream.net/film.html#r-Rush%20hour";http://static.media.dpstream.net/s/6802/188971.jpg-c_160_214_x-f_jpg-q_x-xxyxx-1462263080.jpg;Série Rush Hour streaming,Rush Hour dpstream, Série Rush Hour HD, Rush Hour streaming VF
190;Resident Advisors;ND;En cours;30 min;Elizabeth Banks,  Max Handelman;Taylor John, Ryan Hansen, Jamie Chung;Comédie;États-Unis;1;7;Une comédie située dans le lieu le plus sur-chargé en hormones, sexuellement actif et hors de contrôle : le dortoir d'une fac.;http://static.media.dpstream.net/s/6800/resident-advisors-1474882164.jpg;Série Resident Advisors streaming,Resident Advisors dpstream, Série Resident Advisors HD, Resident Advisors streaming VF
191;The A Word;ND;En cours;60 min;Keren Margalit;Lee Ingleby, Morven Christie, Tommie Grabiec;Comédie,Drame;Royaume-Uni;1;6;La famille Hughes travaille, s'aime, se dispute comme n'importe quelle autre famille, jusqu'au jour où leur plus jeune fils est diagnostiqué comme étant autiste.;http://static.media.dpstream.net/s/6799/the-a-word-1475048100.jpg;Série The A Word streaming,The A Word dpstream, Série The A Word HD, The A Word streaming VF
192;Wynonna Earp;ND;En cours;42 min;;;Fantastique,Thriller,Western;Canada, États-Unis;1;13;La chasseuse de primes Wynonna Earp n'a peur de rien : ni des criminels qu'elle pourchasse, ni des vampires qui sont à ses trousses...;http://static.media.dpstream.net/s/6798/549155.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1464597999-1464621389.jpg;Série Wynonna Earp streaming,Wynonna Earp dpstream, Série Wynonna Earp HD, Wynonna Earp streaming VF
193;Section Zéro;ND;En cours;52 min;Olivier Marchal,  Laurent Guillaume;Catherine Marchal, Ola Rapace, Hilde De;Action ,Drame,Thriller;France;1;8;En Europe, dans un futur proche, les Etats endettés ont renoncé à leur souveraineté au profit de multinationales, immenses agrégats économiques ultra-puissants. Parmi ces nouvelles 'sociétés titans', Prométhée, l'une des plus puissantes et dangereuses, ne cesse d'étendre son emprise sur la Fédération. Son but : remplacer la police par une milice privée, le Black Squad, dirigée par le dangereux Munro, et créer une armée d'hommes robotisés, les Mékas. Sirius, flic idéaliste, veut se battre pour empêcher la disparition du monde dans lequel il a vécu. Il va entrer en résistance et diriger un groupe d'élite, la Section Zéro, qui utilise tous les moyens, y compris l'illégalité et la violence. Derrière ce combat politique se joue également pour lui le combat d'un père et d'un mari pour retrouver les siens;http://static.media.dpstream.net/s/6797/section-zéro-1474976396.jpg;Série Section Zéro streaming,Section Zéro dpstream, Série Section Zéro HD, Section Zéro streaming VF
194;The Path;ND;En cours;50 min;Jason Katims,  Jessica Goldberg;Aaron Paul, Michelle Monaghan, Kyle Allen;Drame;États-Unis;1;10;Une famille est plongée au coeur d'une secte nommée 'The Path', qui va chaque jour les confronter à des dilemmes moraux. Lorsqu'Eddie Cleary décide qu'il est temps pour lui de la quitter, quitte à faire voler son mariage en éclats, il se rend compte que cela lui est impossible sans mettre sa vie en danger...;http://static.media.dpstream.net/s/6796/6796-1475054503.jpg;Série The Path streaming,The Path dpstream, Série The Path HD, The Path streaming VF
195;The Ranch;ND;En cours;22 min;Don Reo,  Jim Patterson;Ashton Kutcher, Danny Masterson, Sammy Elliott;Comédie;États-Unis;1;20;Après une carrière honorable dans le football, un joueur à la retraite revient au ranch familial pour le gérer avec son frère...;http://static.media.dpstream.net/s/6795/310412.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1467102160.jpg;Série The Ranch streaming,The Ranch dpstream, Série The Ranch HD, The Ranch streaming VF
196;Tandem (2016);ND;En cours;52 min;Christophe Douchand;Astrid Veillon, Stéphane Blancafort, Pierick Tournier;Policier;France;1;2;Le commandant Léa Soler et le capitaine Paul Marchal sont divorcés mais vont pourtant devoir faire équipe. Sans compter sur leurs ados, Alice et Thomas, qui les obligent aussi à se croiser en dehors du travail.;http://static.media.dpstream.net/s/6794/avd1-1472988216.jpg;Série Tandem (2016) streaming,Tandem (2016) dpstream, Série Tandem (2016) HD, Tandem (2016) streaming VF
197;Tandem (1989);ND;Terminée;30 min;Michelle Allen,  Normand Canac-Marquis,  Louise Roy;Daniel Brière, Jean-Pierre Bergeron, Geneviève Brouillette;Drame;Canada;3;75;«Tandem» raconte les bouleversements que subissent les PME de Belmont lors d'une récession économique.;/img/no_movie.png;Série Tandem (1989) streaming,Tandem (1989) dpstream, Série Tandem (1989) HD, Tandem (1989) streaming VF
198;Heartbeat;ND;En cours;42 min;Jill Gordon;Melissa George, Dave Annable, Shelley Conn;Drame,Médical;États-Unis;1;13;Alex Panttiere est l'une des rares chirurgiennes à pratiquer la transplantation cardiaque. Mondialement reconnue pour son travail, elle cherche en permanence à repousser les limites de la science. Mais elle doit aussi gérer une vie personnelle pour le moins compliquée.;http://static.media.dpstream.net/s/6792/heartbeat-1474468566.jpg;Série Heartbeat streaming,Heartbeat dpstream, Série Heartbeat HD, Heartbeat streaming VF
199;Sam (2016);ND;En cours;52 min;Claire LeMaréchal;Mathilde Seigner, Fred Testot, Jean-Pierre Lorit;Comédie,Drame;France;1;6;"Sam est mère célibataire et professeur de français au collège. Ses élèves l'apprécient énormément pour sa franchise et ses idées politiquement incorrectes, mais ses actions provoquent de nombreuses plaintes et lindignation des parents... Et côté vie privée, rien n'est simple non plus. Sam a en effet du mal à gérer léducation de ses propres enfants, et le retour de sa mère, après vingt ans d'absence, ainsi que des retrouvailles avec son amour de jeunesse, vont venir tout chambouler...

Adaptée de la série danoise Rita.
http://www.dpstream.net/serie-6001-rita-2012.html";http://static.media.dpstream.net/s/6791/sam-(2016)-1475048048.jpg;Série Sam (2016) streaming,Sam (2016) dpstream, Série Sam (2016) HD, Sam (2016) streaming VF
200;Bridget & Eamon;ND;En cours;30 min;Jason Butler;Jennifer Maguire, Bernard O'Shea, Edwin Sammon;Comédie;Irlande;1;6;;http://static.media.dpstream.net/s/6790/i160129_165216_4171513otexttrmrmmglpict000081383524o-1470997565.jpg;Série Bridget & Eamon streaming,Bridget & Eamon dpstream, Série Bridget & Eamon HD, Bridget & Eamon streaming VF
201;Les Saintes chéries;ND;Terminée;26 min;Nicole de Buron;Micheline Presle;Humour;France;3;39;Cette série met en scène les mésaventures ou petits tracas, traités sur un mode comique, d'un couple de Français moyens dans les années 1960, Ève et Pierre Lagarde.;http://static.media.dpstream.net/s/6789/les-saintes-chéries-1475047962.jpg;Série Les Saintes chéries streaming,Les Saintes chéries dpstream, Série Les Saintes chéries HD, Les Saintes chéries streaming VF
202;Match contre la vie;ND;Terminée;50 min;Roy Huggins;Ben Gazzara;Drame;États-Unis;3;86;Paul Bryan (Ben Gazzara) apprend qu'il est atteint d'une maladie rare et incurable et qu'il lui reste environ 2 ans à vivre. Néanmoins, il garde espoir que la médecine découvre le remède... Dans le générique, Paul Bryan sort de l'hôpital et, en marchant, se répète : 'Deux ans, trois peut-être, c'est court quand la mort est au bout. Que faire pendant ces quelques mois ? Je n'ai pas de parents, pas de femme, pas d'enfants, alors ? Prendre la route. Partir loin, ailleurs !...';http://static.media.dpstream.net/s/6788/match-contre-la-vie-1475047870.jpg;Série Match contre la vie streaming,Match contre la vie dpstream, Série Match contre la vie HD, Match contre la vie streaming VF
203;Le Proscrit;ND;Terminée;30 min;Larry Cohen;Chuck Connors;Western;États-Unis;2;48;En 1880, le capitaine de cavalerie Jason McCord est renvoyé de l'armée américaine sur une accusation injustifiée de couardise et commence à voyager à travers le Far West, où il va vivre diverses aventures, devant sans cesse prouver que sa réputation de couard est injustifiée. Il finit par déjouer un complot au péril de sa vie, sauvant ceux-là même qui l'ont désavoué.;http://static.media.dpstream.net/s/6787/le-proscrit-1475047752.jpg;Série Le Proscrit streaming,Le Proscrit dpstream, Série Le Proscrit HD, Le Proscrit streaming VF
204;Jinny de mes rêves;ND;Terminée;26 min;Sidney Sheldon;Barbara Eden;Fantastique;États-Unis;5;139;L'astronaute Anthony Nelson découvre une bouteille au fond de laquelle vit un génie qui n'est autre qu'une authentique princesse des Mille et Une Nuits, Jinny, âgée de 2000 ans. Aussitôt libérée, elle tombe amoureuse de l'astronaute qui l'emmène chez lui. Cela va rapidement être une source d'ennuis pour l'astronaute car il lui faut cacher à tous lexistence de Jinny;http://static.media.dpstream.net/s/6785/jinny-de-mes-rêves-1475047646.jpg;Série Jinny de mes rêves streaming,Jinny de mes rêves dpstream, Série Jinny de mes rêves HD, Jinny de mes rêves streaming VF
205;La Grande Vallée;ND;Terminée;52 min;A.I. Bezzerides Louis F. Edelman;;Western;États-Unis;4;112;Cette série met en scène la saga de la famille Barkley, à Stockton en Californie à la fin du XIXe siècle. Victoria Barkley, veuve énergique, dirige un ranch avec l'aide de ses trois fils, de sa fille et du fils illégitime, métis, de son époux.;http://static.media.dpstream.net/s/6784/la-grande-vallée-1475047558.jpg;Série La Grande Vallée streaming,La Grande Vallée dpstream, Série La Grande Vallée HD, La Grande Vallée streaming VF
